status,path,decision,category,rationale
??,docs/goal_475_v0_7_external_input_manifest.md,include,goal_doc,Goal definition and acceptance criteria.
??,docs/goal_477_v0_7_broad_unittest_discovery_repair.md,include,goal_doc,Goal definition and acceptance criteria.
??,docs/goal_478_v0_7_release_reports_refresh_after_goal477.md,include,goal_doc,Goal definition and acceptance criteria.
??,docs/goal_479_v0_7_release_candidate_audit_after_goal478.md,include,goal_doc,Goal definition and acceptance criteria.
??,docs/goal_480_v0_7_release_reports_refresh_after_goal479.md,include,goal_doc,Goal definition and acceptance criteria.
??,docs/handoff/GOAL432_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-15.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL433_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL434_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL435_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL436_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL437_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL438_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL439_EXTERNAL_TESTER_REPORT_INTAKE_INSTRUCTIONS_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL440_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL441_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL442_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL443_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL444_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL445_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL446_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL447_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL448_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL449_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL450_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL451_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL452_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL453_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL454_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL455_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL456_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL457_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL458_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL459_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL460_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL461_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL462_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL463_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL464_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL465_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL466_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL467_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL468_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL469_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL470_CLAUDE_TEST_REVIEW_AUDIT_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL470_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL471_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL472_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL473_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL474_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL475_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL477_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL478_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL479_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/handoff/GOAL480_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review handoff record.
??,docs/reports/goal432_db_phase_split_perf_linux_2026-04-15.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal432_external_review_2026-04-15.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal432_v0_7_rt_db_phase_split_perf_clarification_2026-04-15.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal432_v0_7_rt_db_phase_split_perf_clarification_review_2026-04-15.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal433_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal433_v0_7_native_prepared_db_dataset_contract_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal433_v0_7_native_prepared_db_dataset_contract_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal434_embree_native_prepared_db_dataset_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal434_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal434_v0_7_embree_native_prepared_db_dataset_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal434_v0_7_embree_native_prepared_db_dataset_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal435_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal435_optix_native_prepared_db_dataset_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal435_v0_7_optix_native_prepared_db_dataset_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal435_v0_7_optix_native_prepared_db_dataset_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal436_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal436_v0_7_vulkan_native_prepared_db_dataset_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal436_v0_7_vulkan_native_prepared_db_dataset_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal436_vulkan_native_prepared_db_dataset_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal437_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal437_repeated_query_db_perf_summary_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal437_v0_7_rt_db_repeated_query_perf_gate_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal437_v0_7_rt_db_repeated_query_perf_gate_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal438_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal438_v0_7_release_gate_refresh_after_native_prepared_db_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal438_v0_7_release_gate_refresh_after_native_prepared_db_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal439_external_tester_report_intake_ledger_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal439_v0_7_external_tester_report_intake_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal440_embree_columnar_transfer_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal440_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal440_v0_7_embree_columnar_prepared_db_dataset_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal440_v0_7_embree_columnar_prepared_db_dataset_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal441_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal441_optix_columnar_transfer_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal441_v0_7_optix_columnar_prepared_db_dataset_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal441_v0_7_optix_columnar_prepared_db_dataset_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal442_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal442_v0_7_vulkan_columnar_prepared_db_dataset_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal442_v0_7_vulkan_columnar_prepared_db_dataset_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal442_vulkan_columnar_transfer_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal443_columnar_repeated_query_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal443_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal443_v0_7_columnar_repeated_query_perf_gate_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal443_v0_7_columnar_repeated_query_perf_gate_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal444_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal444_v0_7_release_docs_refresh_after_columnar_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal444_v0_7_release_docs_refresh_after_columnar_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal445_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal445_external_review_gemini_attempt_invalid_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal445_external_review_status_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal445_v0_7_high_level_prepared_db_columnar_default_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal445_v0_7_high_level_prepared_db_columnar_default_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal446_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal446_v0_7_post_columnar_db_regression_sweep_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal446_v0_7_post_columnar_db_regression_sweep_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal447_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal447_v0_7_db_columnar_packaging_readiness_audit_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal447_v0_7_db_columnar_packaging_readiness_audit_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal448_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal448_v0_7_db_columnar_packaging_manifest_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal448_v0_7_db_columnar_packaging_manifest_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal449_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal449_external_review_gemini_attempt_invalid_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal449_external_review_status_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal449_packaging_manifest_validation_gate_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal449_v0_7_packaging_manifest_validation_gate_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal449_v0_7_packaging_manifest_validation_gate_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal450_columnar_repeated_query_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal450_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal450_v0_7_linux_correctness_and_performance_refresh_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal450_v0_7_linux_correctness_and_performance_refresh_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal451_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal451_postgresql_baseline_index_audit_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal451_v0_7_postgresql_baseline_index_audit_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal451_v0_7_postgresql_baseline_index_audit_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal452_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal452_external_review_gemini_attempt_overbroad_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal452_external_review_status_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal452_rtdl_vs_best_tested_postgresql_perf_rebase_2026-04-16.json,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal452_v0_7_rtdl_vs_best_tested_postgresql_perf_rebase_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal452_v0_7_rtdl_vs_best_tested_postgresql_perf_rebase_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
??,docs/reports/goal453_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, status, JSON evidence, or generated evidence."
