status,path,decision,category,rationale
??,docs/handoff/GOAL435_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL436_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL437_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL438_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL439_EXTERNAL_TESTER_REPORT_INTAKE_INSTRUCTIONS_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL440_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL441_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL442_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL443_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL444_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL445_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL446_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL447_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL448_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL449_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL450_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL451_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL452_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL453_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL454_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL455_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL456_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/handoff/GOAL457_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-16.md,include,review_handoff,External-review request trail belongs in the evidence package.
??,docs/reports/goal432_db_phase_split_perf_linux_2026-04-15.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal432_external_review_2026-04-15.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal432_v0_7_rt_db_phase_split_perf_clarification_2026-04-15.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal432_v0_7_rt_db_phase_split_perf_clarification_review_2026-04-15.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal433_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal433_v0_7_native_prepared_db_dataset_contract_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal433_v0_7_native_prepared_db_dataset_contract_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal434_embree_native_prepared_db_dataset_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal434_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal434_v0_7_embree_native_prepared_db_dataset_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal434_v0_7_embree_native_prepared_db_dataset_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal435_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal435_optix_native_prepared_db_dataset_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal435_v0_7_optix_native_prepared_db_dataset_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal435_v0_7_optix_native_prepared_db_dataset_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal436_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal436_v0_7_vulkan_native_prepared_db_dataset_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal436_v0_7_vulkan_native_prepared_db_dataset_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal436_vulkan_native_prepared_db_dataset_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal437_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal437_repeated_query_db_perf_summary_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal437_v0_7_rt_db_repeated_query_perf_gate_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal437_v0_7_rt_db_repeated_query_perf_gate_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal438_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal438_v0_7_release_gate_refresh_after_native_prepared_db_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal438_v0_7_release_gate_refresh_after_native_prepared_db_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal439_external_tester_report_intake_ledger_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal439_v0_7_external_tester_report_intake_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal440_embree_columnar_transfer_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal440_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal440_v0_7_embree_columnar_prepared_db_dataset_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal440_v0_7_embree_columnar_prepared_db_dataset_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal441_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal441_optix_columnar_transfer_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal441_v0_7_optix_columnar_prepared_db_dataset_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal441_v0_7_optix_columnar_prepared_db_dataset_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal442_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal442_v0_7_vulkan_columnar_prepared_db_dataset_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal442_v0_7_vulkan_columnar_prepared_db_dataset_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal442_vulkan_columnar_transfer_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal443_columnar_repeated_query_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal443_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal443_v0_7_columnar_repeated_query_perf_gate_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal443_v0_7_columnar_repeated_query_perf_gate_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal444_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal444_v0_7_release_docs_refresh_after_columnar_transfer_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal444_v0_7_release_docs_refresh_after_columnar_transfer_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal445_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal445_external_review_gemini_attempt_invalid_2026-04-16.md,include,invalid_review_history,Preserve as review-history evidence only; do not count as consensus.
??,docs/reports/goal445_external_review_status_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal445_v0_7_high_level_prepared_db_columnar_default_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal445_v0_7_high_level_prepared_db_columnar_default_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal446_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal446_v0_7_post_columnar_db_regression_sweep_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal446_v0_7_post_columnar_db_regression_sweep_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal447_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal447_v0_7_db_columnar_packaging_readiness_audit_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal447_v0_7_db_columnar_packaging_readiness_audit_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal448_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal448_v0_7_db_columnar_packaging_manifest_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal448_v0_7_db_columnar_packaging_manifest_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal449_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal449_external_review_gemini_attempt_invalid_2026-04-16.md,include,invalid_review_history,Preserve as review-history evidence only; do not count as consensus.
??,docs/reports/goal449_external_review_status_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal449_packaging_manifest_validation_gate_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal449_v0_7_packaging_manifest_validation_gate_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal449_v0_7_packaging_manifest_validation_gate_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal450_columnar_repeated_query_perf_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal450_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal450_v0_7_linux_correctness_and_performance_refresh_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal450_v0_7_linux_correctness_and_performance_refresh_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal451_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal451_postgresql_baseline_index_audit_linux_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal451_v0_7_postgresql_baseline_index_audit_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal451_v0_7_postgresql_baseline_index_audit_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal452_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal452_external_review_gemini_attempt_overbroad_2026-04-16.md,include,invalid_review_history,Preserve as review-history evidence only; do not count as consensus.
??,docs/reports/goal452_external_review_status_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal452_rtdl_vs_best_tested_postgresql_perf_rebase_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal452_v0_7_rtdl_vs_best_tested_postgresql_perf_rebase_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal452_v0_7_rtdl_vs_best_tested_postgresql_perf_rebase_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal453_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal453_v0_7_release_facing_performance_wording_refresh_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal453_v0_7_release_facing_performance_wording_refresh_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal454_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal454_post_wording_evidence_package_validation_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal454_v0_7_post_wording_evidence_package_validation_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal454_v0_7_post_wording_evidence_package_validation_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal455_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal455_v0_7_post_454_packaging_manifest_refresh_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal455_v0_7_post_454_packaging_manifest_refresh_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal456_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal456_pre_stage_filelist_ledger_2026-04-16.csv,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal456_pre_stage_filelist_ledger_2026-04-16.json,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal456_v0_7_pre_stage_filelist_ledger_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal456_v0_7_pre_stage_filelist_ledger_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal457_external_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal457_v0_7_manual_review_path_resolution_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/goal457_v0_7_manual_review_path_resolution_review_2026-04-16.md,include,goal_report_or_review,"Goal report, review, JSON evidence, or status record belongs in the evidence package."
??,docs/reports/rtdl_v0_6_comprehensive_test_report_dev_handoff.md,manual_review,legacy_or_external_report,Report is outside the v0.7 DB source package core; inspect before staging.
??,docs/reports/rtdl_v0_6_windows_audit_report_2026-04-16.md,manual_review,legacy_or_external_report,Report is outside the v0.7 DB source package core; inspect before staging.
??,history/ad_hoc_reviews/2026-04-15-codex-consensus-goal432-v0_7-rt-db-phase-split-perf-clarification.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal433-v0_7-native-prepared-db-dataset-contract.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal434-v0_7-embree-native-prepared-db-dataset.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal435-v0_7-optix-native-prepared-db-dataset.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal436-v0_7-vulkan-native-prepared-db-dataset.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal437-v0_7-rt-db-repeated-query-perf-gate.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal438-v0_7-release-gate-refresh-after-native-prepared-db.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal440-v0_7-embree-columnar-prepared-db-dataset-transfer.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal441-v0_7-optix-columnar-prepared-db-dataset-transfer.md,include,consensus_record,Codex consensus record belongs in the evidence package.
??,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal442-v0_7-vulkan-columnar-prepared-db-dataset-transfer.md,include,consensus_record,Codex consensus record belongs in the evidence package.
